items,levels
"{1: [3850, 2003, 2003, 3340, 3070, 2055, 2003, 1001, 2031, 1029, 3364], 2: [1039, 2031, 3340, 3364, 3715, 1036, 1036, 2055, 1412, 1001, 2055, 3044, 1028], 3: [1036, 3340, 2031, 1036, 1052, 1052, 3145], 4: [2033, 3340, 1055, 1036, 1042, 1053, 1036], 5: [1056, 2003, 2003, 3340, 3802, 2055, 2055, 1004, 1001, 1082], 6: [2033, 3340, 3134, 1036, 2055, 3133, 2055, 3142], 7: [2033, 3340, 1056, 2055, 1052, 2055, 3145, 3067], 8: [1041, 3340, 2031, 3715, 1036, 1036, 2055, 3364, 1412, 1001], 9: [1055, 2003, 3340, 1036, 1036, 2055, 3077, 1053, 1001], 10: [3850, 2003, 2003, 3340, 1028, 2055, 1001, 2055, 2003, 3117, 2055, 2055, 3364]}","{1: 5, 2: 9, 3: 8, 4: 8, 5: 5, 6: 7, 7: 8, 8: 7, 9: 8, 10: 5}"
"{1: [2033, 3340, 1001, 1029, 3047, 3044, 2055], 2: [1039, 2031, 3340, 3364, 3706, 1036, 1036, 1029, 1400], 3: [3340, 3340, 3850, 2003, 2003, 3340, 1001, 1033, 2055, 2031, 3111, 2055], 4: [1056, 2003, 2003, 3340, 1056, 2055, 2003, 1052, 2055, 2003, 3802, 3108, 2003], 5: [2003, 1055, 1053, 1036, 2031, 1004, 3144, 1001], 6: [1041, 2031, 3340, 1039, 2055, 3706, 1001, 3133, 2055, 3364], 7: [2033, 1082, 1001, 2055, 3020, 3802], 8: [1056, 2003, 2003, 3340, 3802, 1056, 2003, 1052, 1001, 2031], 9: [3858, 2003, 2003, 3009, 2055, 1028], 10: [2003, 1054, 2003, 1006, 2055, 3047, 1036, 3133, 1036, 2031]}","{1: 8, 2: 7, 3: 6, 4: 8, 5: 6, 6: 7, 7: 8, 8: 6, 9: 6, 10: 8}"
"{1: [1056, 2003, 2003, 3340, 3145, 2003, 1052, 2003], 2: [1036, 2031, 3340, 3134, 1036, 1036, 3133, 1036, 2055, 2055], 3: [1039, 2031, 3340, 3364, 1052, 1001, 3706, 3108], 4: [3850, 2003, 2003, 3340, 1001, 1052, 2031], 5: [2033, 3751, 2055, 1028, 2055], 6: [1056, 2003, 2003, 3340, 1026, 2031, 3010, 1001, 2055, 3027], 7: [2033, 3340, 3057, 2055, 1028, 1036, 1001], 8: [3850, 2003, 2003, 3340, 3028, 2055], 9: [1041, 3340, 2031, 1412, 1001, 3364, 2055, 2055], 10: [1055, 2003, 3070, 1001, 1036]}","{1: 5, 2: 8, 3: 6, 4: 5, 5: 8, 6: 8, 7: 8, 8: 6, 9: 7, 10: 7}"
"{1: [1039, 2031, 3340, 3364, 3706, 1001, 2055, 1052, 1402, 2055], 2: [1055, 2003, 1036, 1036, 2003, 3144, 1001, 2003, 1042, 1042, 1036], 3: [1055, 2003, 3340, 1033, 1036, 3111, 1036, 2055, 3134, 1036, 1036], 4: [2003, 3340, 1054, 1036, 1036, 2031, 2055, 1001, 3123, 3006, 2055], 5: [3850, 2003, 3340, 2003, 3028, 2031, 2055, 1004, 1082], 6: [1055, 2003, 3340, 1037, 1004, 2003, 1001, 2055, 2003, 3070, 1004], 7: [1056, 2003, 2003, 3340, 3010, 2031, 1026, 3027], 8: [3850, 2003, 2003, 3340, 1027, 1004, 3070, 1052, 2055, 3364], 9: [1041, 2031, 3340, 3706, 2055, 1402, 3364, 3020], 10: [1054, 2003, 1036, 2055, 1001, 1036, 2055, 2031]}","{1: 6, 2: 8, 3: 8, 4: 7, 5: 6, 6: 6, 7: 8, 8: 6, 9: 7, 10: 7}"
"{1: [1055, 2003, 3340, 1036, 1036, 2003, 2003, 1029, 2055, 3077, 1001, 1036], 2: [1055, 2003, 3340, 1055, 2003, 1038, 2003, 1001], 3: [3858, 2003, 2003, 3340, 1001, 3111, 1004, 1004, 2055], 4: [2033, 3340, 3145, 1001, 1028, 3152, 2055], 5: [1039, 2031, 3364, 1001, 2055, 3706, 3133, 2055], 6: [3850, 2003, 2003, 3340, 1001, 1052, 1004, 2003, 3108, 1004, 3020, 2055, 3364], 7: [2033, 3340, 3076, 1028, 1036, 3044], 8: [1055, 2003, 3340, 1036, 1036, 3144, 1043], 9: [1055, 2003, 3340, 3006, 1036, 2031, 3144, 2055], 10: [1041, 2031, 3340, 3364, 1039, 3706, 1052, 1001, 3020, 1402, 2055]}","{1: 8, 2: 6, 3: 6, 4: 8, 5: 6, 6: 6, 7: 8, 8: 8, 9: 7, 10: 7}"
"{1: [1056, 2003, 2003, 3340, 1052, 1027, 2055, 2003, 3802, 2055, 1082, 2055], 2: [1036, 2003, 2003, 2003, 3133, 1028, 1036], 3: [1041, 2031, 3340, 3715, 2055, 1036, 2055, 1412, 2055, 2055], 4: [1055, 2003, 3340, 3006, 2003], 5: [3854, 2003, 2003, 3340, 3009, 2055], 6: [1039, 2031, 3340, 1001, 2055, 3364, 3117, 1036, 1041, 2055], 7: [2033, 3340, 1036, 3044], 8: [3850, 2003, 2003, 3340, 3114, 3113, 2055], 9: [2003, 3340, 1055, 3006, 1053, 1036, 2003], 10: [1056, 2003, 2003, 3340, 1027, 1052, 2003, 2055, 3802, 1001, 2055, 1026]}","{1: 7, 2: 8, 3: 7, 4: 6, 5: 6, 6: 6, 7: 8, 8: 6, 9: 7, 10: 8}"
"{1: [1054, 2003, 3340, 3111, 1036, 2003, 3044, 2031], 2: [3850, 2003, 2003, 3340, 1001, 1028, 2055, 2031], 3: [1041, 2031, 3340, 3364, 1039, 3715, 1001, 1052], 4: [1056, 2003, 2003, 3340, 1027, 1056, 1004, 2031, 2055, 3070, 1056], 5: [1055, 2003, 3340, 1038, 2003, 2055, 1001, 1036, 1036], 6: [1041, 2031, 3340, 3715, 1036, 1036, 1001, 1412, 1036, 2055], 7: [3340, 1054, 2003, 3010, 1026, 2003, 2055, 3027, 3070, 2003], 8: [1056, 2003, 2003, 3340, 1052, 2031, 1052, 1082, 1029, 3191], 9: [3854, 2003, 2003, 3340, 3117, 2003, 2055, 1028], 10: [1055, 2003, 1038, 1004, 2055, 1001, 1042]}","{1: 8, 2: 5, 3: 5, 4: 7, 5: 6, 6: 8, 7: 8, 8: 8, 9: 6, 10: 7}"
"{1: [1055, 3340, 2003, 1036, 2055, 2003, 1036, 1042, 3133], 2: [1039, 2031, 3340, 1001, 1052, 2055, 1414, 2055, 1052], 3: [1055, 2003, 3340, 1055, 1036, 1036, 1036, 2031, 3077, 3057], 4: [3854, 2003, 2003, 3340, 1001, 2055, 1029, 3117, 2003, 2055, 2055, 2003, 3364], 5: [3340, 1054, 2003, 3136, 1001, 2003], 6: [2033, 1053, 3006], 7: [1036, 2031, 3340, 3144, 3145, 1001, 3146, 3020], 8: [3858, 2003, 2003, 3340, 1001, 1029, 1029, 3117, 1028, 2055], 9: [1039, 2031, 3340, 3715, 2055, 1036, 1036, 1036], 10: [1055, 2003, 3340, 1053, 3144, 3153, 3006]}","{1: 5, 2: 8, 3: 8, 4: 5, 5: 8, 6: 8, 7: 7, 8: 6, 9: 7, 10: 7}"
"{1: [1054, 3340, 2003, 3145, 1001, 1053, 2031], 2: [3850, 2003, 2003, 3340, 3028, 1004, 1004, 3114, 2055], 3: [1054, 2003, 3340, 1036, 1036, 1001, 3111, 2003, 3133, 1042, 2003, 2055], 4: [2033, 1082, 2055, 1001, 3751, 1029], 5: [1041, 2031, 3340, 3133, 2055, 1412, 2055], 6: [3850, 2003, 2003, 3340, 1027, 2031, 2055, 1052], 7: [2033, 3340, 3070, 1052, 1052], 8: [2033, 1028, 1006, 3751, 1001, 1031, 1029], 9: [1056, 2003, 2003, 1052, 2055, 3802, 3285, 2055], 10: [1041, 2031, 3715, 2055, 1001, 1042, 1042, 1043, 1042]}","{1: 8, 2: 6, 3: 6, 4: 8, 5: 7, 6: 6, 7: 8, 8: 8, 9: 7, 10: 7}"
"{1: [3854, 2003, 2003, 3340, 1001, 2031, 1028, 1011, 3364, 2055, 1029], 2: [2033, 3340, 3751, 1033, 3211, 1001, 1028, 1029, 1029], 3: [1039, 2031, 3340, 3364, 3715, 3108, 2055, 1414, 3047, 2055], 4: [1054, 2003, 3047, 3145], 5: [2033, 3340, 1036, 1036, 1001, 1036, 3179, 3364], 6: [3340, 3850, 2003, 2003, 1004, 1004, 2055, 3114, 2055, 1052], 7: [1055, 2003, 3340, 1055, 1001, 2003, 2055, 3006, 1042], 8: [3340, 2033, 1056, 3067, 1052, 1052, 3145, 3152], 9: [2033, 3340, 1036, 1036, 1001, 2055, 3144], 10: [1041, 2031, 3364, 3706, 1036, 1001, 3133]}","{1: 5, 2: 6, 3: 7, 4: 8, 5: 8, 6: 6, 7: 6, 8: 8, 9: 8, 10: 7}"
"{1: [2003, 1055, 1036, 1036, 2003, 2031, 1001, 1055, 3006], 2: [1056, 2003, 2003, 3340, 1027, 2003, 2055, 3070, 1052, 2003, 1052], 3: [1039, 1006, 1036, 1036, 3077, 3364, 2055, 3134, 1036, 1042], 4: [3850, 2003, 2003, 3340, 1052, 2055, 1001, 1082], 5: [2033, 3340, 1055, 1036, 3144], 6: [1041, 2031, 3715, 1036, 1036, 2055, 1412, 2055, 2055, 1028, 1036, 2055], 7: [2033, 3340, 1028, 2055, 3751, 1029, 1029, 3076, 1027, 1029], 8: [1056, 2003, 2003, 3340, 1052, 1052, 2055, 3802, 1082, 2031], 9: [3862, 2003, 2003, 3340, 1001, 1036, 3009, 2055], 10: [2033, 3340, 3134, 2055, 3133, 2055, 3142, 1001]}","{1: 6, 2: 7, 3: 6, 4: 6, 5: 8, 6: 6, 7: 7, 8: 8, 9: 6, 10: 7}"
"{1: [3340, 2033, 1036, 2055, 1028, 3044, 2055], 2: [1056, 2003, 2003, 3340, 1082, 1052, 2055, 2031, 1056, 3802], 3: [3854, 2003, 2003, 3340, 1001, 1028, 2031, 3067], 4: [1055, 2003, 3340, 3006, 1036, 1036, 2003, 1042], 5: [1039, 2031, 3340, 3364, 3715, 3133, 3111], 6: [1055, 2003, 3340, 3006, 1053, 1042, 2003, 3144, 1042], 7: [3858, 2003, 2003, 3009, 2031, 2055, 1029, 1029], 8: [1036, 2031, 3340, 1036, 1001, 2055, 3364, 3077, 3117, 1036, 2055], 9: [1027, 3340, 2031, 3070, 1001, 1029, 3047], 10: [2031, 1041, 3364, 3706, 1052, 1402, 1001, 2055, 2055]}","{1: 8, 2: 8, 3: 6, 4: 6, 5: 7, 6: 7, 7: 6, 8: 7, 9: 7, 10: 6}"
"{1: [3850, 3340, 3340, 3340, 1052, 1004, 3108, 1004], 2: [1055, 2003, 3340, 3070, 3057], 3: [1055, 2003, 1036, 1036, 3077, 2031], 4: [2033, 1029, 3191, 1001, 1029, 3047], 5: [1039, 2031, 3340, 3108, 1001, 1082, 1041, 3706], 6: [1041, 3340, 2031, 3364, 3706, 3133, 1400], 7: [1054, 2003, 3340, 3076, 1001, 3116], 8: [1036, 2031, 3340, 3134, 1001, 3133, 1036, 3142, 3134], 9: [1055, 2003, 3340, 2003, 2055, 1001, 3006, 2003], 10: [3858, 2003, 2003, 3340, 2055, 1001, 1029, 3117, 3024, 2055, 3364]}","{1: 5, 2: 5, 3: 7, 4: 7, 5: 6, 6: 8, 7: 8, 8: 9, 9: 7, 10: 6}"
"{1: [1055, 2003, 3340, 2015, 2055, 1018, 2031, 3087, 2055], 2: [1054, 2003, 3340, 3006, 2031, 1018], 3: [3850, 2003, 2003, 3340, 3117, 2055, 2003, 1028, 2055, 3364], 4: [1039, 2055, 2003, 3364, 3715, 3108], 5: [1054, 2003, 1001, 2003, 1053, 2055, 2003, 1042, 1042, 1043], 6: [2003, 1056, 3340, 2003, 1028, 2031, 1027, 2055, 3010, 2055], 7: [1055, 3340, 2003, 1053, 1036, 3153, 2055], 8: [1039, 2031, 3340, 3706, 1001, 3364, 1036], 9: [3850, 2003, 2003, 3340, 3028, 1001, 2055], 10: [1056, 2003, 2003, 1038, 2055]}","{1: 8, 2: 7, 3: 6, 4: 6, 5: 7, 6: 7, 7: 9, 8: 7, 9: 4, 10: 6}"
"{1: [3854, 2003, 2003, 3340, 1001, 1036, 2055, 2031], 2: [1054, 2003, 3340, 1028, 1029, 2003, 3751, 1001, 2055, 2031, 1031], 3: [1056, 2003, 2003, 3340, 3802, 1001, 2055, 3020, 2055], 4: [1041, 2031, 3340, 3715, 1419, 1001, 3364], 5: [2033, 3364, 1029, 3858, 1052], 6: [1056, 2003, 2003, 3340, 3751, 1001, 2055, 1052, 3145, 1028, 1029], 7: [1039, 2031, 3364, 1041, 1001, 3706, 1036, 2055, 2055, 1400, 3047, 1036], 8: [3340, 2003, 1055, 1053, 1001, 2055], 9: [3850, 2003, 2003, 3340, 1001, 1052, 2055, 2003], 10: [1054, 2003, 3340, 2031, 2055, 1036, 1036, 3153]}","{1: 6, 2: 8, 3: 6, 4: 7, 5: 7, 6: 7, 7: 8, 8: 7, 9: 6, 10: 8}"
"{1: [3850, 2003, 2003, 3340, 3117, 3364, 2055], 2: [1055, 2003, 3340, 1055, 2031, 3067, 1036, 1001], 3: [1039, 2031, 3340, 3364, 3706, 1052, 2055, 1402, 1001], 4: [3340, 2003, 2003, 1056, 3145, 1028, 3152], 5: [1055, 2003, 3340, 1036, 2055, 2003, 3070, 2055, 2003, 1036], 6: [1056, 2003, 2003, 3340, 1027, 1052, 2055, 3802, 2003, 1001, 2031, 2055], 7: [1039, 2031, 3340, 3364, 3715, 2055, 1036, 2055, 3117, 1036], 8: [2003, 3340, 1054, 2031, 1029, 1027, 2055, 3024, 2055, 1001, 1028], 9: [1055, 3340, 2003, 3133, 2031, 3009, 2055], 10: [3854, 2003, 2003, 3340, 1001, 1036, 1036, 2055, 3134, 3364]}","{1: 5, 2: 8, 3: 7, 4: 8, 5: 6, 6: 8, 7: 7, 8: 7, 9: 6, 10: 6}"
"{1: [1041, 2031, 3340, 1036, 2055, 3706, 1036, 1400, 1001, 1036, 2055], 2: [2003, 3340, 1055, 1083, 2031, 1036, 1036, 2055, 3134, 1001, 2055], 3: [3850, 2003, 2003, 3340, 1001, 2003, 1052, 1004, 2003, 3113, 1004, 2055], 4: [1056, 2003, 2003, 2031, 2055, 1052, 3145, 1001, 2055, 3067, 1052, 1033], 5: [3340, 2003, 1055, 2031, 1053, 1036, 1042], 6: [3862, 3340, 2003, 2003, 1036, 1036, 2031, 2055], 7: [3340, 3340, 3340, 3340, 1036, 3340, 2003, 2003, 2003, 1036, 2003, 2003, 3133, 2031, 1001, 3047], 8: [1054, 2003, 3340, 3009, 2003, 1011, 2031], 9: [3340, 2033, 1056, 1001, 1082, 1052, 1026, 3113, 3364], 10: [1041, 2031, 3340, 3706, 3108, 2055, 3364, 1402, 1001]}","{1: 7, 2: 8, 3: 6, 4: 7, 5: 6, 6: 6, 7: 8, 8: 6, 9: 8, 10: 7}"
"{1: [3850, 2003, 2003, 3340, 1052, 1004, 2055, 1004, 3113, 3158, 2055, 2055, 3364], 2: [2033, 1082, 1056, 2055, 3020, 1052, 1027], 3: [2033, 3340, 1036, 1036, 2055, 3134, 1001, 1036], 4: [1041, 3340, 2031, 3715, 1036, 1001, 1036, 3364], 5: [1055, 2003, 1036, 1036, 2055, 2003, 3133, 1038, 1001, 2055, 2003, 2003], 6: [1055, 3340, 1001, 2003, 1037, 2003, 2031, 2055, 3070], 7: [2033, 3340, 1082, 1052, 1052, 1052, 3145, 1028], 8: [2033, 3340, 1006, 2055, 1082, 1028, 3751, 1001, 3047, 1029], 9: [1041, 2031, 3340, 1036, 1036, 1036, 1006, 3077, 2055, 3364, 1001, 2055, 1036], 10: [3850, 2003, 2003, 3340, 1052, 2055, 2003, 3108, 2055, 1004]}","{1: 6, 2: 8, 3: 8, 4: 8, 5: 7, 6: 6, 7: 7, 8: 8, 9: 6, 10: 5}"
"{1: [2003, 1054, 3340, 1053, 2003, 2055, 3145, 2003, 2055], 2: [2031, 1041, 3364, 3715, 1036, 1036, 1412], 3: [1056, 2003, 2003, 3340, 1027, 1082, 2055, 1052, 1052], 4: [3858, 2003, 2003, 3340, 2031, 1001, 2055, 3117, 2055, 3364], 5: [1055, 2003, 1055, 1038, 2015, 2003, 2003], 6: [3340, 1027, 2031, 3070, 1052, 1028, 2055, 3010, 1001, 2055], 7: [1055, 3340, 1043, 2055, 2003, 2031, 1053, 1001], 8: [3854, 2003, 2003, 3340, 1001, 2055, 2055, 3117, 1028], 9: [1054, 2003, 3340, 1006, 1027, 1033, 2055, 1057, 1028, 3751, 1028], 10: [1041, 2031, 3340, 3706, 1036, 1001, 3364, 1400]}","{1: 8, 2: 6, 3: 8, 4: 6, 5: 7, 6: 8, 7: 7, 8: 6, 9: 9, 10: 7}"
"{1: [2003, 1056, 2003, 3340, 1027, 1004, 3070, 1052, 1052, 1027, 3802], 2: [3854, 2003, 2003, 3340, 1001, 3009, 2055, 2055, 1029], 3: [1039, 2031, 3340, 3706, 3751, 2055, 3364], 4: [1055, 2003, 3340, 1001, 3057, 3070, 2031, 3004, 1027], 5: [2033, 3340, 3077, 2055, 1001, 1042, 1029], 6: [1039, 2055, 2003, 1001, 1052, 2055, 1402, 2055], 7: [1055, 2003, 3340, 1036, 1036, 2003, 2055, 1001, 1038], 8: [3854, 3340, 2003, 2003, 1001, 2055, 2055, 3117, 1036, 2003, 2055, 2055], 9: [2033, 3340, 1036, 1036, 3144, 1043], 10: [2033, 3340, 1001, 2055, 3010, 3027, 2055]}","{1: 7, 2: 6, 3: 6, 4: 6, 5: 7, 6: 6, 7: 6, 8: 6, 9: 8, 10: 8}"
"{1: [1056, 2003, 2003, 1056, 2031, 2055, 3145, 1001, 1028], 2: [3340, 3854, 2003, 2003, 3364, 3340, 3009, 2055, 2055, 3364, 1029], 3: [3340, 2033, 1036, 2055, 1055, 2055, 1036, 1006, 3077, 1036, 2055], 4: [1041, 2031, 3340, 2055, 3715, 3133], 5: [1055, 2003, 3340, 1037, 1027, 1004, 3070], 6: [1054, 2003, 3340, 1056, 2031, 3751, 1031, 2055], 7: [1036, 2031, 3340, 1036, 3077, 3134], 8: [3858, 2003, 2003, 3340, 1052, 1004, 1004, 3108, 1001, 2055], 9: [1055, 2003, 3340, 1055, 1055, 2031, 2055, 3077, 3047], 10: [1039, 2031, 3340, 1001, 3715, 1052, 3364, 2055, 1414, 2055]}","{1: 8, 2: 6, 3: 7, 4: 6, 5: 6, 6: 8, 7: 8, 8: 7, 9: 7, 10: 8}"
"{1: [3340, 2003, 2003, 3854, 3364, 1001, 2055, 2055, 1029, 3009, 2055, 2055], 2: [1041, 2031, 3340, 3364, 3706, 2055, 1001, 2055, 1052], 3: [1055, 2003, 1053, 1042, 2031, 2055], 4: [2033, 3340, 2055, 1055, 2055, 1036, 1036, 2055, 1053, 2055], 5: [1055, 2003, 3340, 1055, 2031, 1055, 3133, 2055], 6: [3340, 1041, 2031, 3364, 3133, 1039, 2055, 1400, 1001], 7: [1054, 2003, 3340, 1036, 3044, 1001, 3076, 2055, 1028, 3047, 1028], 8: [3850, 2003, 2003, 3340, 2031, 1001, 2055, 3009, 1082], 9: [1056, 2003, 2003, 1001, 1029, 1052, 3191, 3020, 2055], 10: [2003, 3340, 1055, 1037, 1083, 1004, 1001, 1042]}","{1: 5, 2: 6, 3: 8, 4: 7, 5: 7, 6: 6, 7: 9, 8: 5, 9: 8, 10: 6}"
"{1: [1041, 2031, 3340, 3364, 3077, 2055, 2055, 1036, 3134, 1036, 2055, 1036], 2: [3850, 2003, 2003, 3340, 3108, 2055, 1004, 1033, 2055, 3364], 3: [1055, 3340, 2003, 1037, 1001, 2003, 2003, 3070, 1042], 4: [1056, 3340, 2003, 2003, 1026, 2031, 2055, 3010, 2055], 5: [1056, 2003, 2003, 1056, 2003, 3145, 1001, 1028], 6: [1055, 2003, 3340, 3006, 2031, 1053, 2055], 7: [2031, 1041, 3340, 3706, 1036, 1036, 1400, 1001, 1029, 2055, 3364, 3047, 2055, 2055], 8: [1055, 2003, 3340, 3006, 2055, 2003, 3086, 2015, 2003], 9: [3858, 2003, 2003, 3108, 1004, 1004], 10: [3340, 1056, 2003, 2003, 3010, 2003, 1026, 2003, 2055, 3027, 1001, 3364, 2055]}","{1: 7, 2: 5, 3: 6, 4: 8, 5: 7, 6: 7, 7: 7, 8: 8, 9: 7, 10: 8}"
"{1: [3850, 2003, 2003, 3340, 1001, 1004, 1004, 2055, 2003], 2: [1054, 2003, 3340, 1001, 3076, 1042, 1053, 3144, 1043], 3: [1041, 2031, 3340, 3364, 3715, 1001, 1082, 3108], 4: [1055, 2003, 3340, 1038, 1001, 1036, 1036], 5: [3340, 3340, 2003, 1056, 3340, 2003, 1056, 2003, 2003, 1027, 1027, 1056], 6: [2033, 3340, 1053, 1036, 3144, 2055, 1001, 1029], 7: [3850, 2003, 2003, 3028, 2055, 2055, 1004, 1004, 2055], 8: [1039, 2031, 3340, 2055, 3158, 1004, 1004, 2055], 9: [1056, 2003, 2003, 3340, 1028, 1027, 2031, 3010, 1001, 1042, 1026], 10: [1055, 2003, 3340, 1038, 1001, 1042, 1042]}","{1: 6, 2: 8, 3: 7, 4: 7, 5: 8, 6: 7, 7: 6, 8: 7, 9: 8, 10: 6}"
"{1: [1056, 2003, 2003, 3340, 1056, 1082, 3802, 1052], 2: [1041, 2031, 3340, 1036, 1036, 3706, 2055, 1400], 3: [1055, 2003, 3340, 1027, 1004, 2003, 2055, 3057], 4: [3340, 3850, 2003, 2003, 1001, 2055, 2055, 2003, 2055, 3117, 2055], 5: [1036, 2003, 2003, 2003, 3340, 3133, 2031, 1029, 3044, 1028], 6: [2003, 1054, 3340, 3044, 1001, 1083, 3101, 1027], 7: [1041, 2031, 3340, 3706, 1052, 2055, 2055, 3364], 8: [2033, 3340, 3134, 3179, 2055], 9: [1055, 2003, 3340, 3134, 1036, 2031, 2055], 10: [3850, 2003, 2003, 3340, 1004, 1004, 1082, 2055]}","{1: 8, 2: 6, 3: 6, 4: 5, 5: 8, 6: 9, 7: 6, 8: 8, 9: 7, 10: 7}"
"{1: [1054, 2003, 1036, 1036, 2003, 1001, 1006, 2055, 3077, 1033, 2055], 2: [1056, 2003, 2003, 2003, 1052, 1082, 3145], 3: [3850, 2003, 2003, 3340, 3108, 2031, 2055, 3364, 1082, 1004, 1004], 4: [1055, 2003, 3340, 3057, 1027, 3070, 1001, 2003, 1042], 5: [1039, 2031, 3340, 3706, 1001, 1036, 1036, 2055, 3133, 2055, 1400], 6: [3340, 2003, 1055, 1038, 2003, 1001], 7: [1036, 2003, 2003, 2003, 3340, 2003, 2055, 3145, 1036, 1001], 8: [2003, 2003, 3850, 3108, 1001, 2031, 2055, 3028, 2055], 9: [3340, 2031, 1082, 2055, 1001, 3047, 2033, 1052], 10: [1041, 2031, 3340, 3715, 1036, 2055, 2055, 1036, 1001, 1412, 3047]}","{1: 8, 2: 7, 3: 6, 4: 6, 5: 7, 6: 7, 7: 8, 8: 6, 9: 8, 10: 7}"
"{1: [1054, 3340, 2003, 2031, 1036, 3067, 1028], 2: [3340, 1056, 2003, 2003, 1056, 1082, 2003, 3145, 1001, 2055], 3: [1055, 2003, 3340, 1001, 1027, 1004, 3070, 3057], 4: [3340, 3340, 3858, 2003, 2003, 3340, 3158, 2055, 1028, 1029, 2055], 5: [2031, 1041, 3340, 3364, 3706, 2055, 1400, 1001], 6: [2031, 1041, 3340, 3364, 3077, 2055, 3134, 1001], 7: [3340, 2033, 1036, 1036, 3144, 3153, 1042, 1028, 1036], 8: [3340, 3340, 1056, 2003, 2003, 3070, 2055, 1026, 2055], 9: [1054, 2003, 3340, 1053, 3144, 2055, 1001, 1042, 1004, 2055], 10: [3858, 2003, 2003, 3340, 1001, 1028, 3364, 3067, 1029, 1006]}","{1: 6, 2: 8, 3: 7, 4: 6, 5: 7, 6: 7, 7: 8, 8: 8, 9: 6, 10: 6}"
"{1: [1054, 2003, 3340, 3047, 2003], 2: [3850, 2003, 2003, 3340, 3117, 2055, 2003, 2003, 1028, 2031, 2055, 1011, 2055], 3: [2033, 3340, 2055, 1001, 1036, 1055, 3144, 2055], 4: [3340, 2031, 1039, 3706, 2055, 3108, 1001, 3364, 1402, 2055, 2055, 1082], 5: [1055, 2003, 3340, 1036, 1036, 2003, 2055, 1001, 2003, 2003, 1053, 2055, 3144, 1042, 1042], 6: [3340, 3340, 1055, 2003, 3340, 1055, 2031, 1053, 2055, 3144, 2055, 1001], 7: [3340, 2003, 1056, 2003, 1056, 1052, 3802, 2031, 2055, 1001, 3020, 2055], 8: [3340, 2003, 2003, 3862, 2031, 2055, 1036, 1036, 3134, 2055, 1036], 9: [1054, 2003, 3340, 2031, 3009, 2055, 1028, 1011], 10: [1041, 2031, 3340, 3715, 1036, 1036, 3364, 1412, 1001, 1036]}","{1: 8, 2: 7, 3: 8, 4: 7, 5: 7, 6: 7, 7: 7, 8: 6, 9: 6, 10: 7}"
"{1: [1056, 2003, 2003, 3340, 1052, 1027, 2055, 2003, 3802, 2031, 1001, 2055], 2: [3854, 2003, 2003, 3340, 2055, 3158, 2055, 2003, 1028, 1029, 2055], 3: [1055, 2003, 3340, 1053, 1036, 2031, 2055], 4: [1041, 2031, 3364, 1043, 2055, 1419], 5: [1055, 2003, 1038, 2003, 2055], 6: [1039, 2031, 3340, 3364, 3706, 1052, 2055, 1402, 2055], 7: [1056, 2003, 2003, 1001, 2031, 1052, 2055, 3802], 8: [1055, 2003, 3340, 3067, 1001, 2031, 1036], 9: [1054, 2003, 3340, 1083, 2031, 1001, 1042, 2055], 10: [3850, 2003, 2003, 3340, 3117, 1028, 1011, 1029]}","{1: 8, 2: 5, 3: 9, 4: 8, 5: 7, 6: 7, 7: 8, 8: 8, 9: 6, 10: 6}"
"{1: [1055, 2003, 3340, 1037, 2003, 2055, 1001, 1055, 2055, 2003], 2: [1055, 2003, 1029, 2003, 3047, 2003, 2055, 1036, 1028, 1042], 3: [3858, 2003, 3340, 2003, 3009, 2055, 1031, 2055, 2055], 4: [2003, 1056, 2003, 3340, 3802, 2031, 1026], 5: [1041, 2031, 3340, 3364, 3706, 1001, 3751, 2055, 1401, 2055], 6: [1055, 2003, 3340, 1055, 2031, 1001, 3047, 1036, 2055], 7: [3850, 2003, 2003, 3340, 1001, 2055, 3117, 1028, 2055], 8: [1054, 2003, 3340, 3020, 2003, 2003, 1026, 2031, 2055], 9: [1055, 2003, 3340, 1055, 1055, 1036, 1001, 1036], 10: [1041, 2031, 3715, 2055, 1036, 1412, 2055, 3364]}","{1: 7, 2: 7, 3: 6, 4: 8, 5: 7, 6: 8, 7: 6, 8: 8, 9: 6, 10: 7}"
"{1: [1055, 2003, 3340, 1053, 1029, 2031], 2: [1039, 2031, 1041, 1001, 3077, 3364, 2055], 3: [1056, 2003, 2003, 3340, 1052, 1027, 2003, 3802, 2003, 3145, 2003], 4: [3340, 3854, 2003, 2003, 1001, 1028, 2055, 2055, 2003, 1011, 2055, 2055, 2003], 5: [1055, 2003, 3340, 1053, 2003, 1036, 1001, 1042, 2003, 1038, 3072, 2055, 2003], 6: [1083, 2003, 3340, 3108, 2055, 3067, 2055], 7: [3850, 2003, 2003, 3340, 1001, 1004, 1004, 2031, 3114, 2055], 8: [1056, 3340, 2003, 1052, 1052, 2055, 2003, 2031, 3802, 1082], 9: [1041, 2031, 3340, 3364, 3715, 2055, 3133, 2055, 1412, 1001, 1029, 2055, 2055], 10: [1029, 3340, 2003, 2003, 2003, 2003, 1028, 3057]}","{1: 8, 2: 6, 3: 7, 4: 6, 5: 6, 6: 8, 7: 5, 8: 7, 9: 6, 10: 8}"
